province_code,province_kh,province_en,district_code,district_kh,district_en,commune_code,commune_kh,commune_en,village_code,village_kh,village_en
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020101,អូរធំ,Ou Thum
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020102,ភ្នំ,Phnum
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020103,បន្ទាយនាង,Banteay Neang
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020104,គោកព្នៅ,Kouk Pnov
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020105,ត្រាង,Trang
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020106,ពង្រ,Pongro
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020107,គោកទន្លាប់,Kouk Tonloab
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020108,ត្របែក,Trabaek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020109,ឃីឡិក,Khilek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020110,សំរោងពេន,Samraong Pen
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020111,ដងរុនលិច,Dang Run Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020112,ដងរុនកើត,Dang Run Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020113,អូរស្ងួត,Ou Snguot
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020114,ព្រៃចង្ហាលិច,Prey Changha Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020115,ព្រៃចង្ហាកើត,Prey Changha Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020116,អូរអណ្ដូងលិច,Ou Andoung Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020117,អូរអណ្ដូងកណ្ដាល,Ou Andoung Kandal
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020118,អូរអណ្ដូងកើត,Ou Andoung Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010201,បន្ទាយនាង,Banteay Neang,01020119,គោកក្ដួច,Kouk Kduoch
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020201,ខ្ទុម្ពរាយលិច,Khtum Reay Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020202,ខ្ទុម្ពរាយកើត,Khtum Reay Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020203,អន្លង់ថ្ងាន់កើត,Anlung Thngan Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020204,អន្លង់ថ្ងាន់លិច,Anlung Thngan Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020205,បង់បត់លិច,Bang Bat Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020206,បង់បត់កើត,Bang Bat Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020207,បត់ត្រង់,Bat Trang
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020208,បត់ត្រង់ធំលិច,Bat Trang Thum Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020209,បត់ត្រង់ធំកើត,Bat Trang Thum Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020210,បត់ត្រង់តូច,Bat Trang Touch
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010202,បត់ត្រង់,Bat Trang,01020211,ព្រែកជីក,Preaek Chik
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020301,ប្រឡាយចារ៍,Pralay Char
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020302,រង្វានលិច,Rongvean Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020303,រង្វានកើត,Rongvean Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020304,ចំណោមលិច,Chamnaom Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020305,ចំណោមកើត,Chamnaom Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020306,រោងគោដើម,Roung Kou Daeum
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020307,រោងគោកណ្ដាល,Roung Kou Kandal
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020308,រោងគោចុង,Roung Kou Chong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020309,ពាមរោងគោ,Peam Roung Kou
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020310,តាសល់,Ta Sal
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020311,ជួរខ្ចាស់,Chuor Khchas
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020312,បឹងត្រស់,Boeng Tras
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020313,ដងត្រាង,Dang Trang
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020314,ស្រែព្រៃ,Srae Prey
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020315,បុស្បទន្លាប់,Bos Tonloab
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020316,តាប៊ុន,Ta  Bun
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020317,គោកពន្លៃ,Kouk Punley
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010203,ចំណោម,Chamnaom,01020318,សាយសាម៉ន,Saysaman
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020401,គោកបល្ល័ង្ក,Kouk Ballang
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020402,តាអន,Ta An
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020403,ប្រឡាយជ្រៃ,Pralay Chrey
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020404,ជើងចាប,Cheung Chab
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020405,ផាត់សណ្ដោង,Phat Sandaong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020406,ចារថ្មី,Char Thmei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020407,ផ្អាវថ្មី,Ph'av Thmei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010204,គោកបល្ល័ង្គ,Kouk Ballang,01020408,តាសល់,Ta Sal
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020501,គយម៉ែង,Koy Maeng
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020502,ស្ដីលើ,Sdei Leu
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020503,ផ្លូវសៀម,Phlouv Siem
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020504,តានង,Ta Nong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020505,អង្ករខ្មៅ,Angkar Khmau
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020506,កសាងថ្មី,Kasang Thmei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020507,ស្ទឹងចាស់,Stueng Chas
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010205,គយម៉ែង,Koy Maeng,01020508,ស្ដីក្រោម,Sdei Kraom
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020601,ភ្នំធំត្បូង,Phnum Thum Tboung
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020602,ភ្នំប្រាសាទ,Phnum Prasat
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020603,ភ្នំធំជើង,Phnum Thum Cheung
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020604,ចំការលោក,Chamkar Louk
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020605,ភ្នំធំថ្មី,Phnum Thum Thmei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020606,អន្លង់ស្ដី,Anlung Sdei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020607,គោកធ្លង់កើត,Kouk Thlong Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020608,គោកធ្លង់កណ្ដាល,Kouk Thlong Kandal
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020609,អូរស្ងួត,Ou Snguot
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020610,អូរប្រាសាទ,Ou Prasat
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020611,គោកអំពិល,Kouk Ampil
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020612,រ៉ាចំការចេក,Ra Chamkar Chek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020613,ពោធិ៍រៀង,Pou Rieng
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010206,អូរប្រាសាទ,Ou Prasat,01020614,រូងក្របៅ,Rung Krabau
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020701,ភ្នំតូចត្បូង,Phnum Touch Tboung
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020702,ភ្នំតូចជើង,Phnum Touch Cheung
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020703,ថ្នល់បត់,Thnal Bat
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020704,អូរញរ,Ou Nhor
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020705,បឹងត្រស់,Boeng Tras
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020706,មនោរម្យ,Meaknourom
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020707,ប៉ោយតាសេក,Paoy Ta Sek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020708,ព្រៃទទឹង,Prey Totueng
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020709,បឹងរាំង,Boeng Reang
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010207,ភ្នំតូច,Phnum Touch,01020710,វត្ដថ្មី,Voat Thmei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020801,ពោធិ៍ពីរដើម,Pou Pir Daeum
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020802,រហាត់ទឹក,Rohat Tuek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020803,ថ្នល់បត់,Thnal Bat
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020804,ក្រមល់,Kramol
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020805,ខ្ទុំជ្រុំ,Khtum Chrum
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020806,ចកលិច,Chak Lech
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020807,ដូនមូល,Doun Mul
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020808,ព្រែកសំរោង,Preaek Samraong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020809,អូរដង្កោ,Ou Dangkao
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020810,ចំការចេក,Chamkar Chek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020811,អូរជួប,Ou Chuob
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020812,កស្វាយ,Ka Svay
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010208,រហាត់ទឹក,Rohat Tuek,01020813,ចកកើត,Chak Kaeut
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020901,អញ្ចាញ,Anhchanh
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020902,នាងកេត,Neang Ket
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020903,ព្រែករពៅ,Praek Ropov
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020904,សាលាដែង,Sala Daeng
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020905,សំរោង,Samraong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020906,អន្លង់មានទ្រព្យ,Anlung Mean Trop
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020907,ចំការតាដោក,Chamkar Ta Daok
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020908,ប្រទ្បាយហ្លួងក្រោម,Pralay Luong Kraom
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020909,ហ្លួង,Luong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020910,អូរតាគល់,Ou Ta Kol
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020911,ប្រទ្បាយហ្លួងលើ,Pralay Luong Leu
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020912,គោកស្វាយ,Kouk Svay
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020913,អូរតាម៉ា,Ou Ta Ma
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020914,កោះកែវ,Kaoh Kaev
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020915,ផាស៊ីស្រា,Phasi Sra
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020916,ឫស្សីក្រោក,Ruessei Kraok
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010209,ឫស្សីក្រោក,Ruessei Kraok,01020917,ជំទាវ,Chumteav
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021001,ឆ្នើមមាស,Chhnaeum Meas
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021002,ស្រណាល,Sranal
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021003,ឡ,La
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021004,តាមែងពក,Ta Meaeng Pok
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021005,សំបួរ,Sambuor
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021006,ដូនឡឹក,Doun Loek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021007,ក្បាលក្របី,Kbal Krabei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021008,ស្រះឈូក,Srah Chhuk
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021009,ស្រែព្រៃ,Srae Prey
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021010,ចែកអង្ករ,Chaek Angkar
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010210,សំបួរ,Sambuor,01021011,ថ្មដប់,Thma Dab
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021101,តាម៉ៅ,Ta Mau
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021102,អន្សមចេក,Ansam Chek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021103,ត្នោត,Tnaot
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021104,បួរ,Buor
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021105,បុស្សឡោក,Bos Laok
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021106,សឿ,Soea
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021107,បឹងតូច,Boeng Touch
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021108,ផ្លូវដំរីលើ,Phlouv Damrei Leu
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021109,ផ្លូវដំរីក្រោម,Phlouv Damrei Kraom
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021110,អូរសឿ,Ou Soea
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021111,គោកសំរោង,Kouk Samraong
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021112,បល្ល័ង្គជ្រៃ,Ballang Chrey
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010211,សឿ,Soea,01021113,អូរជួបថ្មី,Ou Choub Thmei
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010212,ស្រះរាំង,Srah Reang,01021201,តាអ៊ិន១,Ta In Muoy
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010212,ស្រះរាំង,Srah Reang,01021202,តាអ៊ិន២,Ta In Pir
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010212,ស្រះរាំង,Srah Reang,01021203,ក្រូច,Krouch
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010212,ស្រះរាំង,Srah Reang,01021204,ចំការចេក,Chamkar Chek
01,បន្ទាយមានជ័យ,Banteay Meanchey,0102,មង្គលបូរី,Mangkul Bourei,010212,ស្រះរាំង,Srah Reang,01021205,ស្រះរាំង,Srah Reang
